217,20,2021-06-03,2022-12-29
288,45,2021-03-29,2023-10-19
408,62,2021-10-28,NULL
181,99,2021-02-17,2023-07-20
483,41,2021-08-26,2022-07-05
454,71,2021-07-31,2023-07-09
89,57,2021-07-16,NULL
426,10,2021-08-04,2022-02-04
135,69,2021-05-01,2022-09-10
189,70,2021-07-15,2023-03-03
82,28,2021-05-27,2022-09-21
456,49,2021-08-28,2023-04-13
22,54,2021-04-29,2022-01-27
36,7,2021-04-06,NULL
59,21,2021-05-01,2022-06-24
229,5,2021-11-11,2022-06-28
310,40,2021-08-29,2022-01-23
214,90,2021-12-28,NULL
349,93,2021-03-17,2023-10-07
190,58,2021-12-28,2022-08-10
95,76,2021-01-16,2023-07-23
418,21,2021-03-19,2022-04-28
166,78,2021-06-16,NULL
431,51,2021-04-18,NULL
34,52,2021-08-09,2022-11-09
347,25,2021-06-01,2022-12-22
48,28,2021-05-26,2023-07-28
456,18,2021-06-08,2022-02-07
396,95,2021-04-21,2022-01-15
171,76,2021-09-28,2022-06-08
379,69,2021-03-11,2023-05-15
368,93,2021-10-01,2022-07-27
21,41,2021-02-02,2023-03-08
403,33,2021-02-23,2023-04-23
140,86,2021-05-08,2023-03-01
41,59,2021-10-28,2023-04-04
53,100,2021-05-06,2023-06-30
368,53,2021-04-05,NULL
89,2,2021-03-14,2023-03-12
309,98,2021-02-11,2022-05-23
258,94,2021-01-27,2022-09-23
105,97,2021-10-02,2022-03-22
156,93,2021-12-24,2022-11-15
440,70,2021-04-14,NULL
469,100,2021-01-29,NULL
467,50,2021-11-02,NULL
59,30,2021-03-20,NULL
85,29,2021-10-26,NULL
184,62,2021-03-08,NULL
495,92,2021-02-03,2022-04-02
427,48,2021-04-03,NULL
132,23,2021-07-30,2022-06-29
263,70,2021-03-11,NULL
257,76,2021-01-22,2022-03-28
208,37,2021-01-15,2022-10-30
98,92,2021-01-07,2023-02-19
191,19,2021-05-25,NULL
307,36,2021-09-07,2022-03-28
172,54,2021-06-29,2022-08-07
139,35,2021-10-03,2022-11-23
237,3,2021-08-23,2022-06-14
62,68,2021-11-30,2022-09-29
434,36,2021-03-28,2023-08-13
260,27,2021-04-27,2022-05-06
267,86,2021-09-28,2022-09-21
320,84,2021-03-22,2023-06-13
103,62,2021-08-03,2023-07-30
82,55,2021-09-17,2022-07-28
131,2,2021-11-28,NULL
146,75,2021-03-07,2023-04-03
349,14,2021-06-26,NULL
125,47,2021-08-28,2022-01-23
290,86,2021-10-30,2022-05-24
119,45,2021-09-28,2022-03-02
249,33,2021-04-21,2023-01-30
315,85,2021-01-29,2022-10-10
372,84,2021-04-27,2023-07-19
376,77,2021-08-23,2023-07-30
349,12,2021-08-03,2023-05-18
37,72,2021-04-04,NULL
76,59,2021-11-19,2022-10-22
292,18,2021-05-07,2022-03-08
367,48,2021-05-16,2022-12-13
453,51,2021-08-19,NULL
222,95,2021-12-29,2022-01-24
69,30,2021-10-05,2023-04-10
116,80,2021-04-29,2022-05-25
310,87,2021-02-26,2023-08-23
209,23,2021-10-17,2023-09-10
27,14,2021-05-30,2023-08-25
8,25,2021-03-26,2022-03-29
260,39,2021-05-20,2022-11-26
170,98,2021-06-20,2023-07-22
403,91,2021-05-16,2023-08-08
95,8,2021-12-01,NULL
10,77,2021-12-14,2022-11-28
383,19,2021-04-24,2023-03-24
161,59,2021-12-17,2022-05-12
90,13,2021-01-12,2023-02-20
117,25,2021-12-15,2022-10-20
227,82,2021-11-27,NULL
206,22,2021-12-13,2022-10-17
128,26,2021-08-21,2023-04-20
152,19,2021-06-09,2023-04-04
435,100,2021-01-03,2023-02-28
338,48,2021-10-31,2022-02-15
292,81,2021-05-10,2022-10-03
207,52,2021-11-03,2023-10-19
389,64,2021-03-30,NULL
370,46,2021-06-26,2022-12-07
310,89,2021-12-04,2023-09-02
302,92,2021-04-01,2022-08-06
59,99,2021-02-25,2023-07-02
295,29,2021-05-06,2022-05-02
438,70,2021-09-18,2023-02-23
143,36,2021-02-03,2023-10-21
322,17,2021-03-01,2023-09-16
367,92,2021-04-01,2023-03-16
4,51,2021-08-11,2022-08-25
317,26,2021-02-17,2022-06-05
96,15,2021-11-08,2023-07-21
29,15,2021-12-14,NULL
248,91,2021-05-26,NULL
79,64,2021-01-23,2023-05-25
147,33,2021-09-22,2023-08-15
392,61,2021-04-23,2023-08-11
302,33,2021-03-14,2022-02-06
26,34,2021-04-04,2023-01-19
489,30,2021-03-23,2022-09-04
339,94,2021-05-04,NULL
295,21,2021-12-08,2022-12-05
348,96,2021-04-15,2022-07-21
330,30,2021-10-30,NULL
122,33,2021-12-30,2022-12-07
60,52,2021-03-28,2023-01-12
19,82,2021-05-05,2022-03-15
97,39,2021-09-06,2022-06-15
190,39,2021-01-17,2023-06-25
227,57,2021-03-20,2022-01-02
326,54,2021-08-25,NULL
335,90,2021-07-22,NULL
442,76,2021-02-22,2023-10-19
180,81,2021-12-06,2023-01-09
403,56,2021-11-06,NULL
416,30,2021-12-10,NULL
486,74,2021-01-04,2022-05-14
365,38,2021-03-24,2023-04-18
98,69,2021-02-16,2023-09-10
289,11,2021-09-16,2022-05-27
32,42,2021-07-15,2023-05-10
456,84,2021-03-06,2023-09-10
490,61,2021-08-24,2023-03-13
495,49,2021-06-26,2022-01-06
272,85,2021-07-21,NULL
371,18,2021-03-30,2023-09-12
173,61,2021-03-08,2023-07-12
478,69,2021-04-14,NULL
448,11,2021-04-02,2023-01-07
427,31,2021-08-29,2023-07-01
498,7,2021-05-10,NULL
135,89,2021-07-08,2022-09-08
72,27,2021-11-24,2022-01-21
103,93,2021-02-06,2023-09-11
51,35,2021-05-30,NULL
160,97,2021-08-01,2022-02-12
86,96,2021-12-17,2023-03-05
311,70,2021-07-12,2022-06-12
403,84,2021-03-11,2023-03-06
188,6,2021-06-03,2022-07-13
269,95,2021-12-10,2022-08-30
207,41,2021-05-11,2023-08-23
483,8,2021-05-09,2022-05-20
229,6,2021-06-13,2023-06-06
370,78,2021-02-11,2022-01-31
452,16,2021-02-08,2023-06-23
416,35,2021-04-11,2023-04-28
265,79,2021-03-02,NULL
358,7,2021-11-12,2022-11-12
387,2,2021-06-11,2023-09-12
300,2,2021-09-14,2023-07-31
499,70,2021-06-26,2023-06-05
12,31,2021-08-26,2023-10-09
202,98,2021-01-25,2022-03-16
251,10,2021-10-08,2022-02-05
191,65,2021-12-10,NULL
194,100,2021-07-28,2023-08-02
382,85,2021-07-30,2022-02-27
51,97,2021-08-12,NULL
441,52,2021-08-01,NULL
452,4,2021-05-21,2023-09-21
324,41,2021-12-15,2023-03-22
397,65,2021-09-12,NULL
469,21,2021-07-25,2022-05-10
100,13,2021-03-07,2023-01-23
